Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
22,Benjamin Lecomte,FRA,GK,Montpellier,27,1991,37,37,3330,37.0,42,1.14,143,102,72.7,15,13,9,11,29.7,5,3,1,1,25.0
23,Anthony Lopes,POR,GK,Lyon,27,1990,34,34,3060,34.0,42,1.24,134,95,72.4,18,9,7,9,26.5,5,5,0,0,0.0
24,Mike Maignan,FRA,GK,Lille,23,1995,38,38,3420,38.0,33,0.87,125,90,78.4,22,9,7,15,39.5,10,6,2,2,25.0
25,Steve Mandanda,FRA,GK,Marseille,33,1985,31,31,2736,30.4,40,1.32,113,72,69.9,14,5,12,9,29.0,7,6,1,0,14.3
26,Edouard Mendy,SEN,GK,Reims,26,1992,38,38,3420,38.0,42,1.11,150,110,76.7,13,16,9,14,36.8,7,7,0,0,0.0
27,Jessy Moulin,FRA,GK,Saint-Étienne,32,1986,1,1,90,1.0,1,1.00,5,5,80.0,0,1,0,0,0.0,0,0,0,0,
28,Alexandre Olliero,FRA,GK,Nantes,22,1996,1,1,90,1.0,1,1.00,1,0,100.0,0,0,1,0,0.0,1,1,0,0,0.0
29,Yohann Pelé,FRA,GK,Marseille,35,1982,9,7,680,7.6,12,1.59,25,12,68.0,4,2,1,3,42.9,5,4,1,0,20.0
30,Gaëtan Poussin,FRA,GK,Bordeaux,19,1999,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,
31,Baptiste Reynet,FRA,GK,Toulouse,27,1990,31,31,2704,30.0,45,1.50,143,98,71.3,6,11,14,6,19.4,5,4,1,0,20.0
32,Stéphane Ruffier,FRA,GK,Saint-Étienne,31,1986,37,37,3330,37.0,40,1.08,148,107,77.7,19,8,10,13,35.1,9,7,1,1,12.5
33,Brice Samba,FRA,GK,Caen,24,1994,38,38,3420,38.0,54,1.42,193,139,75.1,7,12,19,9,23.7,8,6,2,0,25.0
34,Matz Sels,BEL,GK,Strasbourg,26,1992,37,37,3330,37.0,48,1.30,148,99,72.3,10,16,11,8,21.6,9,7,2,0,22.2
35,Danijel Subašić,CRO,GK,Monaco,33,1984,14,14,1138,12.6,12,0.95,39,26,74.4,4,5,5,4,28.6,3,2,1,0,33.3
36,Seydou Sy,SEN,GK,Monaco,22,1995,3,2,225,2.5,7,2.80,12,6,41.7,0,1,1,0,0.0,0,0,0,0,
37,Ciprian Tătărușanu,ROU,GK,Nantes,32,1986,27,27,2391,26.6,30,1.13,95,62,69.5,8,6,13,7,25.9,4,1,3,0,75.0
