Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
24,Mike Maignan,FRA,GK,Lille,24,1995,28,28,2520,28.0,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0
25,Steve Mandanda,FRA,GK,Marseille,34,1985,27,27,2371,26.3,27,1.02,92,67,75.0,15,8,4,11,40.7,4,4,0,0,0.0
26,Edouard Mendy,SEN,GK,Rennes,27,1992,24,24,2160,24.0,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,0,25.0
27,Jessy Moulin,FRA,GK,Saint-Étienne,33,1986,5,5,450,5.0,4,0.80,23,19,91.3,2,2,1,2,40.0,2,2,0,0,0.0
28,Keylor Navas,CRC,GK,Paris S-G,32,1986,21,21,1890,21.0,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,0,
29,Alexandre Oukidja,ALG,GK,Metz,31,1988,27,27,2385,26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0.0
30,Yohann Pelé,FRA,GK,Marseille,36,1982,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0.0,1,0,1,0,100.0
31,Danijel Petković,MNE,GK,Angers,26,1993,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,
32,Denis Petrić,SRB,GK,Nantes,31,1988,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,
33,Predrag Rajković,SRB,GK,Reims,23,1995,27,27,2430,27.0,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80.0
34,Baptiste Reynet,FRA,GK,Toulouse,28,1990,23,22,2034,22.6,49,2.17,118,68,61.0,3,3,16,2,9.1,5,3,2,0,40.0
35,Sergio Rico,ESP,GK,Paris S-G,25,1993,2,2,180,2.0,4,2.00,10,6,60.0,2,0,0,0,0.0,0,0,0,0,
36,Stéphane Ruffier,FRA,GK,Saint-Étienne,32,1986,22,22,1980,22.0,40,1.82,100,60,63.0,6,4,12,3,13.6,4,3,0,1,0.0
37,Gerónimo Rulli,ARG,GK,Montpellier,27,1992,25,25,2250,25.0,27,1.08,119,91,79.8,11,7,7,8,32.0,5,3,2,0,40.0
38,Romain Salin,FRA,GK,Rennes,35,1984,5,4,360,4.0,5,1.25,19,13,73.7,2,0,2,1,25.0,1,0,1,0,100.0
39,Matz Sels,BEL,GK,Strasbourg,27,1992,27,27,2430,27.0,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3
40,Ciprian Tătărușanu,ROU,GK,Lyon,33,1986,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,
