,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
199,Vicente Guaita,ESP,GK,Crystal Palace,1987,29.5,1,0,1,0,0,1,1,0,0,0,0,1,2,8,1,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,1,0,22,8,1,776,982,79.0,17570,10060,241,242,345,348,171,369,0,0.0,0.0,0.0,0,3,0,0,0,1033,912,1030,3,0,0,1033,0,0,0,622,3147,1886,0,0,0,1,0,485,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
203,Angus Gunn,SCO,GK,Norwich City,1996,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,208,307,67.8,5494,3524,60,60,72,73,74,168,0,0.0,0.0,0.0,0,1,0,0,0,343,290,341,2,0,0,343,0,0,0,166,909,488,0,0,0,0,0,112,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
268,Tim Krul,NED,GK,Norwich City,1988,29.0,1,1,1,0,0,1,4,3,0,0,0,0,1,10,4,6,0.21,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,19,7,3,759,1073,70.7,21441,14060,104,105,370,382,284,583,0,0.6,0.5,-0.6,1,7,1,0,1,1149,953,1128,21,1,0,1149,0,0,0,621,3149,2036,0,0,0,1,0,506,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
285,Hugo Lloris,FRA,GK,Tottenham,1986,38.0,1,1,1,0,0,1,2,1,0,0,0,1,2,24,3,6,0.16,6,0,0,0,0,0,3,0.08,3,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,28,12,2,767,957,80.1,18629,12234,247,252,295,299,211,388,0,0.2,0.1,-0.2,2,15,1,0,0,1046,951,1043,3,0,0,1046,0,0,0,544,3199,1979,0,0,0,2,0,377,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
311,Emiliano Martínez,ARG,GK,Aston Villa,1992,36.0,1,1,1,0,0,1,3,2,0,0,0,0,1,6,1,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,816,1103,74.0,21013,14329,202,203,383,390,227,502,0,0.0,0.0,0.0,0,15,0,0,0,1158,987,1140,19,0,0,1158,0,0,0,642,3642,2252,0,0,0,0,0,454,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
324,Alex McCarthy,ENG,GK,Southampton,1989,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,6,0,318,508,62.6,8708,6548,79,79,139,141,97,283,0,0.0,0.0,0.0,1,9,0,0,0,536,427,533,3,0,0,536,0,0,0,278,1311,913,0,0,0,0,0,231,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
333,Edouard Mendy,SEN,GK,Chelsea,1992,34.0,1,0,1,0,0,1,3,2,0,0,0,0,1,13,4,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,1,0,42,11,1,811,957,84.7,17070,11353,282,284,333,344,157,288,0,0.0,0.0,0.0,0,5,0,0,0,1017,880,1012,5,0,0,1017,0,0,0,580,2341,1233,0,0,0,2,0,527,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
335,Illan Meslier,FRA,GK,Leeds United,2000,37.6,1,1,1,0,0,1,1,0,0,0,0,0,1,27,1,3,0.08,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,25,13,2,1037,1392,74.5,24030,14107,249,253,558,571,227,560,0,0.0,0.0,0.0,0,3,0,0,0,1489,1295,1483,7,0,0,1489,2,2,0,856,4644,2876,0,0,0,4,0,721,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
383,Jordan Pickford,ENG,GK,Everton,1994,35.0,1,1,1,0,0,0,1,1,1,0,1,1,2,14,1,13,0.37,9,4,0,0,0,0,2,0.06,2,0,0,0,0,0,2,0,0,0,6,0,0,1,1,0,0,0,18,10,1,608,1147,53.0,23302,19151,83,83,204,208,321,848,0,0.1,0.2,-0.1,4,64,3,0,0,1230,951,1189,41,0,0,1230,1,1,0,640,4569,2602,0,0,0,0,0,470,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
388,Nick Pope,ENG,GK,Burnley,1992,36.0,0,0,0,0,0,0,2,2,0,0,0,2,2,30,3,8,0.22,4,4,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,50,18,0,556,1088,51.1,24142,21499,35,40,129,135,392,901,0,0.1,0.2,-0.1,2,49,3,0,0,1194,882,1162,37,0,0,1194,0,0,0,565,3936,2499,0,0,0,0,0,323,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
394,Aaron Ramsdale,ENG,GK,Arsenal,1998,34.0,2,1,2,0,0,1,2,1,0,0,0,0,2,26,3,2,0.06,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,40,6,2,795,1178,67.5,20520,14378,196,199,394,404,203,566,0,0.0,0.0,0.0,0,26,0,0,1,1258,927,1245,15,0,0,1258,1,1,0,807,4165,2486,0,0,0,1,0,630,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
399,David Raya,ESP,GK,Brentford,1995,24.0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,1,7,0.29,6,1,0,0,0,0,1,0.04,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,29,9,2,737,1085,67.9,22782,17533,137,138,302,310,296,625,0,0.0,0.1,0.0,1,45,0,0,3,1139,874,1106,33,0,0,1139,0,0,0,691,3813,2250,0,0,0,2,0,576,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
424,José Sá,POR,GK,Wolves,1993,36.5,2,1,2,0,0,2,4,2,0,0,0,2,4,19,5,4,0.11,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0,3,0,0,3,12,0,0,2,1,0,3,1,57,12,0,770,1109,69.4,20016,12844,161,164,379,386,223,548,1,0.9,0.0,0.1,3,14,1,0,2,1206,1106,1198,8,0,0,1206,4,4,0,642,4203,2879,0,1,1,2,0,400,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
432,Robert Sánchez,ESP,GK,Brighton,1997,37.0,2,1,2,0,0,1,1,0,1,0,1,0,2,11,4,5,0.14,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,1,0,0,0,61,17,0,1082,1525,71.0,28041,16948,200,200,601,612,277,699,0,0.4,0.2,-0.4,3,26,0,0,1,1612,1185,1591,21,0,0,1612,0,0,0,988,5245,3617,0,0,0,0,0,931,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
443,Kasper Schmeichel,DEN,GK,Leicester City,1986,37.0,0,0,0,0,0,0,2,2,0,0,0,1,1,15,2,7,0.19,7,0,0,0,0,0,3,0.08,3,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,45,9,4,945,1294,73.0,26527,17896,149,150,462,474,329,660,0,0.0,0.0,0.0,1,8,1,0,2,1386,1213,1373,13,0,0,1386,1,1,0,718,3805,2301,1,0,0,2,0,600,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
