Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
23,Manuel Neuer,GER,GK,Bayern Munich,34,1986,33,33,2970,33.0,42,1.27,123,80,66.7,24,5,4,9,27.3,3,1,1,1,50.0
24,Alexander Nübel,GER,GK,Bayern Munich,23,1996,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,
25,Stefan Ortega,GER,GK,Arminia,27,1992,34,34,3060,34.0,52,1.53,170,118,72.4,9,8,17,11,32.4,6,5,1,0,16.7
26,Jiří Pavlenka,CZE,GK,Werder Bremen,28,1992,34,34,3060,34.0,57,1.68,157,101,66.2,7,10,17,6,17.6,6,4,2,0,33.3
27,Philipp Pentke,GER,GK,Hoffenheim,35,1985,3,3,270,3.0,3,1.00,13,10,76.9,1,2,0,0,0.0,0,0,0,0,
28,Pavao Pervan,AUT,GK,Wolfsburg,32,1987,2,2,180,2.0,4,2.00,14,10,71.4,0,1,1,0,0.0,0,0,0,0,
29,Frederik Rønnow,DEN,GK,Schalke 04,27,1992,11,10,945,10.5,24,2.29,67,45,70.1,0,4,6,1,10.0,4,4,0,0,0.0
30,Alexander Schwolow,GER,GK,Hertha BSC,28,1992,26,26,2340,26.0,39,1.50,108,69,69.4,6,10,10,8,30.8,6,6,0,0,0.0
31,Tobias Sippel,GER,GK,M'Gladbach,32,1988,4,3,344,3.8,6,1.57,19,13,68.4,1,1,1,1,33.3,0,0,0,0,
32,Yann Sommer,SUI,GK,M'Gladbach,31,1988,31,31,2712,30.1,50,1.66,132,82,66.7,12,9,10,6,19.4,6,6,0,0,0.0
33,Kevin Trapp,GER,GK,Eint Frankfurt,30,1990,33,33,2970,33.0,52,1.58,150,99,68.0,15,12,6,4,12.1,6,4,1,1,20.0
34,Robin Zentner,GER,GK,Mainz 05,25,1994,31,31,2790,31.0,46,1.48,142,97,71.1,9,9,13,5,16.1,6,5,0,1,0.0
35,Ron-Robert Zieler,GER,GK,Köln,31,1989,1,0,51,0.6,1,1.76,3,2,100.0,0,0,0,0,,1,1,0,0,0.0
