Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
32,Gerónimo Rulli,ARG,GK,Real Sociedad,26,1992,27,27,2430,27.0,35,1.30,109,75,69.7,10,9,8,7,25.9,3,2,1,0,33.3
33,Roberto Santamaría,ESP,GK,Huesca,33,1985,20,20,1800,20.0,30,1.50,96,67,75.0,5,7,8,6,30.0,6,6,0,0,0.0
34,Unai Simón,ESP,GK,Athletic Club,21,1997,7,7,630,7.0,13,1.86,33,20,66.7,1,4,2,0,0.0,2,2,0,0,0.0
35,Antonio Sivera,ESP,GK,Alavés,21,1996,3,3,270,3.0,4,1.33,13,9,69.2,2,0,1,0,0.0,0,0,0,0,
36,David Soria,ESP,GK,Getafe,25,1993,37,37,3330,37.0,34,0.92,133,99,77.4,14,14,9,13,35.1,6,4,1,1,20.0
37,Juan Soriano,ESP,GK,Sevilla,20,1997,4,4,359,4.0,2,0.50,11,9,90.9,4,0,0,2,50.0,1,1,0,0,0.0
38,Marc-André ter Stegen,GER,GK,Barcelona,26,1992,35,35,3150,35.0,32,0.91,116,85,73.3,25,8,2,16,45.7,1,1,0,0,0.0
39,Tomáš Vaclík,CZE,GK,Sevilla,29,1989,33,33,2970,33.0,44,1.33,143,98,72.0,13,8,12,8,24.2,5,4,1,0,20.0
40,Koke Vegas,ESP,GK,Levante,22,1995,1,1,90,1.0,2,2.00,8,6,75.0,0,1,0,0,0.0,0,0,0,0,
41,Axel Werner,ARG,GK,Huesca,22,1996,6,6,540,6.0,16,2.67,32,17,53.1,1,1,4,0,0.0,1,1,0,0,0.0
42,Yoel,ESP,GK,Valladolid,29,1988,3,3,270,3.0,6,2.00,12,6,58.3,0,2,1,0,0.0,1,1,0,0,0.0
43,Luca Zidane,FRA,GK,Real Madrid,20,1998,1,1,90,1.0,2,2.00,3,1,33.3,1,0,0,0,0.0,0,0,0,0,
