Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
24,Giorgi Mamardashvili,GEO,GK,Valencia,20,2000,18,18,1620,18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0
25,Luís Maximiano,POR,GK,Granada,22,1999,35,35,3136,34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6
26,Neto,BRA,GK,Barcelona,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,
27,Jan Oblak,SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5
28,Oier Olazábal,ESP,GK,Espanyol,31,1989,2,1,135,1.5,1,0.67,9,8,100.0,0,0,1,1,100.0,1,1,0,0,0.0
29,Jesús Owono,EQG,GK,Alavés,20,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,
30,Fernando Pacheco,ESP,GK,Alavés,29,1992,34,34,3053,33.9,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5
31,Juan Pérez,ESP,GK,Osasuna,25,1996,2,2,180,2.0,3,1.50,4,2,25.0,0,1,1,0,0.0,0,0,0,0,
32,Alejandro Primo,ESP,GK,Levante,17,2004,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,
33,Manolo Reina,ESP,GK,Mallorca,36,1985,21,21,1890,21.0,26,1.24,75,49,68.0,6,9,6,8,38.1,3,2,1,0,33.3
34,Álex Remiro,ESP,GK,Real Sociedad,26,1995,35,35,3150,35.0,32,0.91,112,79,75.0,15,11,9,19,54.3,5,4,1,0,20.0
35,Sergio Rico,ESP,GK,Mallorca,27,1993,14,14,1260,14.0,29,2.07,57,29,54.4,4,0,10,1,7.1,4,3,1,0,25.0
36,Leonardo Román,ESP,GK,Mallorca,21,2000,2,2,180,2.0,5,2.50,14,10,71.4,0,0,2,0,0.0,1,1,0,0,0.0
37,Gerónimo Rulli,ARG,GK,Villarreal,29,1992,32,32,2880,32.0,28,0.87,100,72,75.0,14,9,9,14,43.8,4,3,1,0,25.0
38,Mathew Ryan,AUS,GK,Real Sociedad,29,1992,3,3,270,3.0,5,1.67,15,10,73.3,2,0,1,1,33.3,1,1,0,0,0.0
39,Rui Silva,POR,GK,Betis,27,1994,22,21,1964,21.8,21,0.96,76,55,75.0,11,4,6,8,38.1,2,2,0,0,0.0
40,Unai Simón,ESP,GK,Athletic Club,24,1997,34,34,3060,34.0,31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,0.0
41,Antonio Sivera,ESP,GK,Alavés,24,1996,4,3,277,3.1,4,1.30,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0.0
42,David Soria,ESP,GK,Getafe,28,1993,38,38,3414,37.9,41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,1,33.3
43,Marc-André ter Stegen,GER,GK,Barcelona,29,1992,35,35,3150,35.0,34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,0,33.3
44,Rúben Vezo,POR,DF,Levante,27,1994,1,1,4,26.9,0,0.00,0,0,,0,0,0,0,0.0,0,0,0,0,
45,Luca Zidane,FRA,GK,Rayo Vallecano,23,1998,8,8,645,7.2,13,1.81,37,24,64.9,0,1,7,0,0.0,0,0,0,0,
